Ses03F_impro07_M013	 Oh, Jesus. That is so amazing.	Ses03F-impro07-07-01-M013.wav	07
Ses01F_impro01_F014	 Clearly.  You know, do you have like a supervisor or something?	Ses01F-impro01-01-01-F014.wav	01
Ses03F_impro07_M022	 So I'm going to be--yeah. I'm going to make films; you're going to be in them.	Ses03F-impro07-07-01-M022.wav	07
Ses03F_impro07_M027	 -drunk.	Ses03F-impro07-07-01-M027.wav	07
Ses01F_impro01_M013	 Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.	Ses01F-impro01-05-01-M013.wav	05
Ses01F_impro02_F003	 I guess, you know, everybody has to make sacrifices.	Ses01F-impro02-01-01-F003.wav	01
Ses05F_impro07_F017	 okay.	Ses05F-impro07-07-01-F017.wav	07
Ses05F_impro07_F021	 It's going to be ridiculous.  It's going to be so cool.	Ses05F-impro07-07-01-F021.wav	07
Ses05F_impro07_F024	 I- I hear the same.	Ses05F-impro07-07-01-F024.wav	07
Ses03F_impro08_F003	 Sir, please calm down.  There's no reason to use profanity like that.  It's not-	Ses03F-impro08-01-01-F003.wav	01
Ses05F_impro07_F034	 yeah.	Ses05F-impro07-07-01-F034.wav	07
Ses01F_impro02_F008	 Just, you know, kicking myself.	Ses01F-impro02-04-01-F008.wav	04
Ses05F_impro07_F036	 Let's go tomorrow.	Ses05F-impro07-07-01-F036.wav	07
Ses05F_impro07_F038	 Woo-	Ses05F-impro07-07-01-F038.wav	07
Ses03F_impro08_F015	 No, we don't just give you things.  We're- we're-	Ses03F-impro08-01-01-F015.wav	01
Ses03F_impro08_F020	 Three days?	Ses03F-impro08-01-01-F020.wav	01
Ses05F_impro07_M006	 Uh! stay over here.  Like travel to school. because you are so close to me	Ses05F-impro07-07-01-M006.wav	07
Ses03F_impro08_F025	 is what's going to happen.	Ses03F-impro08-01-01-F025.wav	01
Ses05F_impro07_M011	 But I'd love to go all the US- all the U.S.C. parties and do all that crazy stuff with you.	Ses05F-impro07-07-01-M011.wav	07
Ses05F_impro07_M013	 Uh! I'm so happy that you're not going to go away.	Ses05F-impro07-07-01-M013.wav	07
Ses03F_impro08_F028	 and we will take care of it if anything happens.  But all we can do now is ask for your patience.	Ses03F-impro08-01-01-F028.wav	01
Ses05F_impro07_M016	 Sure, why not.  I don't know why not, I'm not doing anything I have no plans, I could live anywhere I want.	Ses05F-impro07-07-01-M016.wav	07
Ses03F_impro08_M000	 Hey, you stupid dumb shit machine, give me a fucking operator, huh?	Ses03F-impro08-05-01-M000.wav	05
Ses05F_impro07_M018	 We should try to find, like, a party spot though, like you know where there's going to be a lot of parties, where there are cool people, though.  Do you know any people that might be out there?	Ses05F-impro07-07-01-M018.wav	07
Ses05F_impro07_M021	 You can't make fun of me because I'm not going to school, though, because I'm going to be working though.	Ses05F-impro07-07-01-M021.wav	07
Ses03F_impro08_M011	 I- I'm going to kill myself right now.	Ses03F-impro08-05-01-M011.wav	05
